stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Doddabidarakallu,nan,DKBL3,32531,Doddabidarakallu (Towards Bhuvaneshwari Nagara),13.03594,77.49368,,nan
Doddadenahalli 1,nan,DDHL0,37232,Doddadenahalli 1 (Towards Umalu),13.0683,77.91946,,nan
Doddagattiganabbe,nan,DGBTH,25085,Doddagattiganabbe (Towards Poojena Agrahara),13.03369,77.78788,,nan
Doddagattiganabbe,nan,DGBTH,32534,Doddagattiganabbe (Towards Hosakote),13.03366,77.78798,,nan
Doddagattiganabbe Cross,nan,DGBTH,25088,Doddagattiganabbe Cross (Towards Poojena Agrahara),13.03341,77.78551,,nan
Doddagattiganabbe Cross,nan,DGTBCROS,32535,Doddagattiganabbe Cross (Towards Hosakote),13.03345,77.78547,,nan
Doddahagade,nan,DOHGD,25028,Doddahagade (Towards Kempa Vaderahalli),12.74691,77.6893,,nan
Doddahagade,nan,DOHGD,32507,Doddahagade (Towards Byagadadenahalli),12.74697,77.68932,,nan
Doddahejjaji,nan,DDHJ,38836,Doddahejjaji (Towards Shyakaladevanapura),13.2707,77.41615,,nan
Doddahejjaji,nan,DDHJ,38837,Doddahejjaji (Towards Doddabelavagala),13.27049,77.41604,,nan
Doddahosahalli,nan,DHH,25090,Doddahosahalli (Towards Devanahalli),13.19782,77.75047,,nan
Doddahosahalli,nan,DHH,32537,Doddahosahalli (Towards Reddahalli),13.19786,77.75048,,nan
Doddajala,nan,DJL,25092,Doddajala (Towards Shettygere),13.17735,77.65338,,nan
Doddajala,nan,DJL,32538,Doddajala (Towards Meenakunte),13.1773,77.65328,,nan
Doddakallasandra,nan,DKSR1,21909,Doddakallasandra (Towards Kaggalipura),12.88574,77.5565,,nan
Doddakallasandra,nan,DKSR1,21910,Doddakallasandra (Towards Banashankari ),12.88596,77.55671,,nan
Doddakallasandra Metro Station,nan,DKSMS,38362,Doddakallasandra Metro Station (Towards Kaggalipura),12.88467,77.55312,,nan
Doddakallasandra Metro Station,nan,DKSMS,38363,Doddakallasandra Metro Station (Towards Banashankari),12.88469,77.55255,,nan
Doddakammanahalli,nan,DKMHLI,25096,Doddakammanahalli (Towards AECS Dental College),12.85302,77.59989,,nan
Doddakammanahalli,nan,DKMHLI,32540,Doddakammanahalli (Towards Chikkakammanahalli),12.85316,77.59994,,nan
Doddakannalli,nan,DKKSJP1,25097,Doddakannalli (Towards Huskur),12.90703,77.69558,,nan
Doddakannalli,nan,DKKSJP1,35104,Doddakannalli (Towards Dommasandra),12.90731,77.69556,,nan
Doddakannalli,nan,DKKSJP1,35240,Doddakannalli (Towards KR Market),12.90715,77.69554,,nan
Doddakoliga,nan,DDGLG1,39902,Doddakoliga (Towards Nagarenahalli),13.1591,77.84041,,nan
Doddakoliga,nan,DDGLG1,39903,Doddakoliga (Towards Mallimakanapura),13.15904,77.84056,,nan
Doddakukkanahalli,nan,DDKNLI3,25099,Doddakukkanahalli (Towards Shastripalya),13.17505,77.44123,,nan
Doddakukkanahalli,nan,DDKNLI3,32541,Doddakukkanahalli (Towards Madure),13.1752,77.44119,,nan
Doddakuntanahalli,nan,DDKNTH1,25101,Doddakuntanahalli (Towards Seegehalli),12.81215,77.44973,,nan
Doddakuntanahalli,nan,DDKNTH1,32542,Doddakuntanahalli (Towards Doddakuntanahalli),12.81217,77.44979,,nan
Doddamara,nan,DDMRA1,40021,Doddamara (Towards Chikkanayakanahalli Dinne),12.8818,77.68819,,nan
Doddamara,nan,DDMRA1,40022,Doddamara (Towards Bengaluru Central Jail),12.88169,77.68822,,nan
Doddamaranahalli,nan,DMH0,25103,Doddamaranahalli (Towards Doddamaranahalli),12.93056,77.38286,,nan
Doddamaranahalli,nan,DMH0,32543,Doddamaranahalli (Towards Puradapalya),12.93053,77.38284,,nan
Doddamma Temple,nan,DDMD1,25107,Doddamma Temple (Towards Huskur),12.84741,77.69086,,nan
Doddamma Temple,nan,DDMD1,32544,Doddamma Temple (Towards Huskur Gate),12.8472,77.69068,,nan
Doddanallurahalli,nan,DDNUH,25110,Doddanallurahalli (Towards DoddaNalluruahalli),13.11876,77.86296,,nan
Doddanallurahalli,nan,DDNUH,32547,Doddanallurahalli (Towards Hosakote),13.11878,77.86294,,nan
Doddanalluru,nan,DNL,25112,Doddanalluru (Towards Budigere),13.1913,77.76314,,nan
Doddanalluru,nan,DNL,32548,Doddanalluru (Towards Devanahalli Road),13.19129,77.76309,,nan
Doddasanne,nan,dodd S,25114,Doddasanne (Towards Yarappanahalli),13.21846,77.69407,,nan
Doddasanne,nan,dodd S,32549,Doddasanne (Towards Yalahanka),13.21842,77.69411,,nan
Dodderi College,nan,DDRC1,25118,Dodderi College (Towards Dodderi),12.86752,77.38597,,nan
Dodderi College,nan,DDRC1,32551,Dodderi College (Towards Hejjala),12.86757,77.38586,,nan
Dodderi Grama,nan,DRG0,32552,Dodderi Grama (Towards Hejjala),12.86641,77.37808,,nan
Dodderi Grama,nan,DRG1,25120,Dodderi Grama (Towards Byalalu/Bethimgere Cross),12.86638,77.37811,,nan
Dodderi Tumkur Road,nan,DDRI,25122,Dodderi Tumkur Road (Towards Nelamangala),13.16986,77.30933,,nan
Dodderi Tumkur Road,nan,DDRI,32553,Dodderi Tumkur Road (Towards Dabaspete),13.16968,77.30925,,nan
Doddipalya,nan,DPLY,27957,Doddipalya (Towards Huskur Cross),13.11974,77.41441,,nan
Doddy,nan,DDI1,21911,Doddy (Towards Coles Park),13.00266,77.61215,,nan
Doddy,nan,DDI1,21912,Doddy (Towards Periyar Nagara Circle),13.00264,77.61211,,nan
Doddy,nan,DDS1,20763,Doddy (Towards Chikka Kukkanahalli),13.16972,77.45173,,nan
Doddy,nan,DDS1,25123,Doddy (Towards Madhure),13.16971,77.45169,,nan
Doddy Chikkakuntanahalli,nan,DDICKH1,25125,Doddy Chikkakuntanahalli (Towards Parasanapalya),12.79695,77.44132,,nan
Doddy Chikkakuntanahalli,nan,DDICKH1,32554,Doddy Chikkakuntanahalli (Towards Shyanumangala),12.79696,77.44139,,nan
Doddypalya,nan,DPL,25127,Doddypalya (Towards Doddypalya),12.85787,77.47216,,nan
Dombara Doddy,nan,DMRDD1,25141,Dombara Doddy (Towards Kadasikoppa),12.70278,77.39691,,nan
Dombara Doddy,nan,DMRDD1,32562,Dombara Doddy (Towards Dombara Doddy Cross),12.7028,77.39699,,nan
Dombara Doddy Cross,nan,DMRD,32556,Dombara Doddy Cross (Towards Annahalli),12.70197,77.39316,,nan
Dombarahalli,nan,DMH1,25132,Dombarahalli (Towards Madanayakanahalli),13.0491,77.45981,,nan
Dombarahalli,nan,DMH1,32558,Dombarahalli (Towards Kammasandra),13.04914,77.45984,,nan
Dombarahatti Dongadipura Cross,nan,DDPC1,25134,Dombarahatti Dongadipura Cross (Towards Gollarahatti),12.9722,77.46049,,nan
Dombarahatti Dongadipura Cross,nan,DDPC1,32559,Dombarahatti Dongadipura Cross (Towards Kenchanapura),12.97213,77.46048,,nan
Domlur,nan,DMH,21914,Domlur (Towards HAL ),12.96111,77.63809,,nan
Domlur,nan,DMLUR,21913,Domlur (Towards Commando Hospital ),12.96122,77.63667,,nan
Domlur,nan,DMRLR,32560,Domlur (Towards Bargur),12.96758,77.87192,,nan
Domlur Cross,nan,DMRCROS,25139,Domlur Cross (Towards Somalapura Cross),12.97456,77.8559,,nan
Domlur Cross,nan,DMRCROS,32561,Domlur Cross (Towards Lingadeera Mallasandra Cross),12.97476,77.8556,,nan
Domlur Flyover,nan,DMLFOR,21916,Domlur Flyover (Towards Dhupanahalli ),12.9577,77.64133,,nan
Domlur Flyover,nan,DMLFOR,21918,Domlur Flyover (Towards Koramangala Sony World),12.95799,77.64146,,nan
Domlur Flyover,nan,DMLR,35937,Domlur Flyover (Towards Domlur Bus station/ Dhoopanahalli),12.9606,77.64155,,nan
Domlur Flyover,nan,DMLUR,21915,Domlur Flyover (Towards Commando Hospiital ),12.96045,77.64251,,nan
Domlur Flyover,nan,DMLUR,21917,Domlur Flyover (Towards HAL),12.96048,77.64352,,nan
Domlur Marriad Accomodation,nan,DMLR3,38867,Domlur Marriad Accomodation (Towards Domlur),12.96186,77.63378,,nan
Dommasandra,nan,DOMS,23906,Dommasandra (Towards Sarjapur),12.8796,77.75371,,nan
Dommasandra,nan,DOMS,23909,Dommasandra (Towards Doddakannahalli),12.87953,77.75375,,nan
Dommasandra Circle,nan,DMSCR,35149,Dommasandra Circle (Towards Dommasandra),12.88321,77.75244,,nan
Dommasandra Circle,nan,DMSCR,37920,"Dommasandra Circle (Towards Gunjur,Varthuru)",12.88333,77.75233,,nan
Dommasandra Circle,nan,DMSCR1,35237,Dommasandra Circle (Towards Muttanalluru Cross),12.88321,77.75239,,nan
Donnenahalli,nan,UDNH,25144,Donnenahalli (Towards Mayasandra),12.88426,77.37521,,nan
Donnenahalli,nan,UDNH,32563,Donnenahalli (Towards Byalalu),12.88424,77.37517,,nan
Dorekavalu,nan,DRK1,25146,Dorekavalu (Towards Shettahalli Cross),13.2621,77.68637,,nan
Dorekavalu,nan,DRK1,32564,Dorekavalu (Towards Neeleri),13.26215,77.68632,,nan
Double Road BEML Layout,nan,BHELL,32566,Double Road BEML Layout (Towards RR Temple),12.91559,77.51341,,nan
Double Road BEML Layout,nan,DBLRD,25151,Double Road BEML Layout (Towards RR Gate),12.91477,77.52066,,nan
Double Road BEML Layout,nan,DBLRD,32567,Double Road BEML Layout (Towards BEML Layout 5th Stage),12.91493,77.52072,,nan
Double Road Indiranagara,nan,ING2ST,21921,Double Road Indiranagara (Towards Jeevan Bheema Nagara),12.97843,77.63654,,nan
Double Road Indiranagara,nan,ING2ST,21922,Double Road Indiranagara (Towards Halasuru),12.97821,77.63645,,nan
Dr Ambedkar Nagara,nan,DABDKR,25152,Dr Ambedkar Nagara (Towards Dr Ambedkar Nagara),12.97981,77.75279,,nan
Dr BR Ambedkar Bus Terminal (Domlur),nan,nan,21923_ST,nan,12.96173,77.63862,1.0,nan
Dr BR Ambedkar Bus Terminal (Domlur),nan,DMRB,21923,Dr BR Ambedkar Bus Terminal (Domlur) (Towards Departure),12.96163,77.63881,,nan
Dr BR Ambedkar Bus Terminal (Domlur),nan,DMRB,21924,Dr BR Ambedkar Bus Terminal (Domlur) (Towards Arrival),12.96191,77.63853,,nan
Dr BR Ambedkar Bus Terminal (Domlur) - Platform 1,21923_ST,DMRB,21923_PF1,nan,12.961706,77.63846,,1
Dr BR Ambedkar Bus Terminal (Domlur) - Platform 5,21923_ST,DMRB,21923_PF5,nan,12.961591,77.6386,,5
Dr Shivaramkaranth Residents,nan,DRSV,24101,Dr Shivaramkaranth Residents (Towards Jakkur Railway Gate),13.06893,77.62544,,nan
Dr Shivaramkaranth Residents,nan,DRSV,35071,Dr Shivaramkaranth Residents (Towards K Narayanapura Cross),13.06908,77.62542,,nan
Dr.Shivaramakaranth Nagara,nan,SRKN1,24100,Dr.Shivaramakaranth Nagara (Towards Jakkur Railway Gate),13.06809,77.62938,,nan
Dr.Shivaramakaranth Nagara,nan,SRKN1,35096,Dr.Shivaramakaranth Nagara (Towards Narayanapura Cross),13.06831,77.62917,,nan
Dubasipalya Cross,nan,DBIPLZA,20764,Dubasipalya Cross (Towards Kengeri),12.92273,77.49603,,nan
Dubasipalya Cross,nan,DBIPLZA,20765,Dubasipalya Cross (Towards RV College),12.9229,77.49583,,nan
Dudapanahalli,nan,DDPH,25162,Dudapanahalli (Towards Thippagondanahalli),12.96027,77.29611,,nan
Dudapanahalli,nan,DDPH,32571,Dudapanahalli (Towards Magadi),12.96017,77.29634,,nan
Durga Bakery Mallathahallli,nan,DRGB,25166,Durga Bakery Mallathahallli (Towards Kengunte Circle),12.96098,77.50162,,nan
Durga Parameshwari Temple,nan,DGAPTL,21927,Durga Parameshwari Temple (Towards Nanjappa CIrcle),13.08182,77.55979,,nan
Durga Parameshwari Temple,nan,DRPRY,21928,Durga Parameshwari Temple (Towards Vidyaranyapura),13.08182,77.55975,,nan
Dwaraka Nagara,nan,DKN,21507,Dwaraka Nagara (Towards Chikkabanavara),13.08768,77.49527,,nan
Dwaraka Nagara,nan,DRKN,32575,Dwaraka Nagara (Towards Soladevanahalli Police Station),13.08764,77.49526,,nan
Dwaraka Nagara,nan,DWRNG,25171,Dwaraka Nagara (Towards Yalahanka),13.12129,77.61811,,nan
Dwaraka Nagara,nan,DWRNG,32574,Dwaraka Nagara (Towards Bagaluru),13.12137,77.61807,,nan
Dyavalingaiahnapalya,nan,DLP1,25173,Dyavalingaiahnapalya (Towards Hejjala),12.8502,77.41584,,nan
Dyavalingaiahnapalya,nan,DLP1,32576,Dyavalingaiahnapalya (Towards Dyavalingaiahna Palya),12.85026,77.41591,,nan
Dyavarahalli,nan,DVRH,24948,Dyavarahalli (Towards Thindlu),13.23978,77.59916,,nan
Dyavarahalli,nan,DVRH,32468,Dyavarahalli (Towards Dodda Cheemanahalli Cross),13.23979,77.59911,,nan
Dyavarahalli Cross,nan,DYU,25174,Dyavarahalli Cross (Towards IVC Road),13.2314,77.60754,,nan
Dyavarahalli Cross,nan,DYU,31363,Dyavarahalli Cross (Towards Thindlu Cross),13.23138,77.60738,,nan
Dyavarahalli Cross,nan,DYU,36101,Dyavarahalli Cross (Towards Dodda Cheemanahalli),13.23141,77.60744,,nan
Dyavarahalli Cross,nan,DYUT,32577,Dyavarahalli Cross (Towards E Hosur),13.23135,77.60747,,nan
Dyavasandra,nan,DVS4,25177,Dyavasandra (Towards Dyavasandra),12.75753,77.64803,,nan
Dyavasandra,nan,DVS4,32578,Dyavasandra (Towards Haragadde),12.75752,77.648,,nan
Dyavasandra,nan,DYSD2,39958,Dyavasandra (Towards Harohalli),12.67263,77.50224,,nan
Dyavasandra,nan,DYSD2,39959,Dyavasandra (Towards Thattekere),12.6727,77.5023,,nan
Dyavasandra Cross,nan,DVSNDCRS,25179,Dyavasandra Cross (Towards Konasandra Cross),12.75792,77.64053,,nan
Dyavasandra Cross,nan,DVSNDCRS,32579,Dyavasandra Cross (Towards Bommandahalli),12.75795,77.64057,,nan
E Hosuru,nan,EHUS,25183,E Hosuru (Towards Sadahalli Gate),13.22706,77.60587,,nan
E Hosuru,nan,EHUS,32581,E Hosuru (Towards Indadrasanahalli),13.22706,77.60585,,nan
E Muthasandra Gate,nan,MTSDRA,29105,E Muthasandra Gate (Towards Kambalipura Gate),13.14462,77.82392,,nan
E Muthasandra Gate,nan,MTSDRA,33984,E Muthasandra Gate (Towards Chikka Kogilu Gate),13.14462,77.82373,,nan
E Muthsandra,nan,EMTSD1,25185,E Muthsandra (Towards Hasigala),13.14535,77.81581,,nan
E Muthsandra,nan,EMTSD1,32582,E Muthsandra (Towards E Muthasandra Gate),13.14543,77.81562,,nan
E-CITY - 3M JUNCTION,nan,ECR3M,39854,E-CITY - 3M JUNCTION (Towards Electronic City),12.84332,77.66029,,nan
E-CITY - SBI JUNCTION,nan,ELC3,35336,E-CITY - SBI JUNCTION (Towards Shikaripalya),12.84536,77.66543,,nan
E-CITY - SBI JUNCTION,nan,ELC3,35352,E-CITY - SBI JUNCTION (Towards FLYOVER),12.84549,77.6653,,nan
E-CITY 2 - XIME JUNCTION,nan,XIMC2,25203,E-CITY 2 - XIME JUNCTION (Towards Electronic City),12.8474,77.67492,,nan
E-CITY 2 - XIME JUNCTION,nan,XIMC2,25204,E-CITY 2 - XIME JUNCTION (Towards Electronic City 2nd Phase),12.84757,77.67476,,nan
ELC Toll Point,nan,ELC3,35723,ELC Toll Point (Towards Madiwala),12.84621,77.67184,,nan
ELC Toll Point (Volvo),nan,ELC3,39467,ELC Toll Point (Volvo) (Towards Roopena Agrahara),12.84641,77.67167,,nan
EMC2,nan,EM1,20774,EMC2 (Towards Marathihalli Bridge),12.98256,77.69301,,nan
EMC2,nan,EM1,20775,EMC2 (Towards Hebbala),12.98239,77.69288,,nan
EMVEE Company,nan,nan,40370,EMVEE Company (Towards Sulibele),13.19025,77.7854,,nan
EMVEE Company,nan,nan,40371,EMVEE Company (Towards Balepura Gate),13.19016,77.78547,,nan
ESI Hospital Indiranagara,nan,ESIIND,25230,ESI Hospital Indiranagara (Towards Domaluru),12.97106,77.63603,,nan
ESI Hospital Indiranagara,nan,ESIIND,39474,ESI Hospital Indiranagara (Towards Old Madras Road),12.97094,77.63594,,nan
ESI Hospital Rajajinagara,nan,RJ ESI,21935,ESI Hospital Rajajinagara (Towards Vijayanagara),12.99075,77.55091,,nan
ESI Hospital Rajajinagara,nan,RJ ESI,21936,ESI Hospital Rajajinagara (Towards Yeshawanthapura),12.99101,77.55084,,nan
ESI Hospital Rajajinagara,nan,RJNESI,20776,ESI Hospital Rajajinagara (Towards Navarang),12.99041,77.55256,,nan
ESI Hospital Rajajinagara,nan,RJNESI,20777,ESI Hospital Rajajinagara (Towards Rajajinagara Old Police Station),12.99069,77.55258,,nan
ESI Hospital White Field,nan,BRK1,23689,ESI Hospital White Field (Towards Tin Factory),12.99076,77.70641,,nan
ESI Hospital/Brook Steel,nan,BHRK2,21781,ESI Hospital/Brook Steel (Towards Hope Farm),12.9931,77.70535,,nan
ESI Hospital/Brook Steel,nan,BHRK2,21782,ESI Hospital/Brook Steel (Towards Kempegowda Bus Station),12.99287,77.70549,,nan
Eagleton Resort,nan,EGLTNR,25187,Eagleton Resort (Towards Gollarapalya),12.81067,77.41626,,nan
Eagleton Resort,nan,EGLTNR,32583,Eagleton Resort (Towards Mysore Road),12.81054,77.41626,,nan
East End Jayanagara,nan,END,20768,East End Jayanagara (Towards Banashankari Bus Station),12.91665,77.59855,,nan
East End Jayanagara,nan,END,20769,East End Jayanagara (Towards BTM Layout),12.9169,77.59802,,nan
East End Jayanagara,nan,JEE0,35204,East End Jayanagara (Towards Carmel Convent Jayanagara),12.91709,77.59683,,nan
East End Jayanagara,nan,JEE1,25188,East End Jayanagara (Towards Jayanagara TTMC),12.91721,77.59508,,nan
East Point College,nan,EPC2,25191,East Point College (Towards Bidarahalli),13.05085,77.71401,,nan
East Point College,nan,EPC2,32584,East Point College (Towards Avalahalli Hosakote),13.05012,77.72,,nan
East Point College,nan,EPC2,32585,East Point College (Towards Ramapura),13.05006,77.71999,,nan
East Railway Station,nan,CLSSHL,21929,East Railway Station (Towards  Lingrjapura   Banasawadi),13.00143,77.61865,,nan
East West College Cross,nan,EWCC9,21508,East West College Cross (Towards Gollarahatti),12.98559,77.48632,,nan
East West College Cross,nan,EWCC9,24294,East West College Cross (Towards Sunkadakatte),12.98568,77.48629,,nan
East West Public School,nan,EWPS1,25198,East West Public School (Towards Subramanyapura),13.00556,77.55638,,nan
East West Public School,nan,EWPS1,32588,East West Public School (Towards Vivekananda College),13.00547,77.55647,,nan
Ebenezer International School,nan,SHS2,25200,Ebenezer International School (Towards Singena Agrahara),12.83948,77.70655,,nan
Echalamara Vidyaranyapura,nan,ECHLM,21930,Echalamara Vidyaranyapura (Towards Dodda Bommasandra),13.08005,77.55933,,nan
Echalamara Vidyaranyapura,nan,ECHLM,21931,Echalamara Vidyaranyapura (Towards Vidyaranyapura),13.08008,77.55932,,nan
Eco Space,nan,ECOSP,20770,Eco Space (Towards Central Silk Board),12.92776,77.68049,,nan
Eco Space,nan,ECOSP,20771,Eco Space (Towards Hebbala),12.92838,77.6812,,nan
Ejipura,nan,EJIPRA,25202,Ejipura (Towards Ravi Tent),12.94669,77.62883,,nan
Ejipura,nan,EJIPRA,32590,Ejipura (Towards Sreenivagilu),12.94684,77.62876,,nan
Ejipura School,nan,EJIPRA,28193,Ejipura School (Towards Ejipura),12.94272,77.63081,,nan
Ejipura School,nan,EJIPRA,34486,Ejipura School (Towards Vivekanagara),12.94257,77.63085,,nan
Electric B Station,nan,MGR-1,21932,Electric B Station (Towards Shivaji Nagara),12.97405,77.61394,,nan
Electric B Station MG Road,nan,MGR-1,21020,Electric B Station MG Road (Towards Halasuru),12.97403,77.61279,,nan
Electronic City,nan,ELC,21934,Electronic City (Towards Bommanahalli),12.84756,77.6707,,nan
Electronic City,nan,ELCWG,21933,Electronic City (Towards Attibele),12.84815,77.67083,,nan
Electronic City 378,nan,ELC1,20773,Electronic City 378 (Towards Electronic City),12.84717,77.67049,,nan
Electronic City 378,nan,ELC1,23991,Electronic City 378 (Towards Electronic City Wipro Gate),12.84697,77.6707,,nan
Electronic City East Phase-II,nan,ELCE,23717,Electronic City East Phase-II (Towards Electronic City East Phase-II),12.84498,77.68094,,nan
Electronic City FLY,nan,ELC3,35801,Electronic City FLY (Towards Attibele),12.84817,77.67062,,nan
Electronic City FLY,nan,ELC3,35803,Electronic City FLY (Towards Bommanahalli),12.84598,77.67202,,nan
Electronic City FLY,nan,ELCWG,40387,Electronic City FLY (Towards Huskuru),12.84794,77.6708,,nan
Electronic City KIA,nan,ELCKIA,38203,Electronic City KIA (Towards Infosys Parking Lot),12.85049,77.66201,,nan
Electronic City NICE-10,nan,ELC,39700,Electronic City NICE-10 (Towards Electronic City 378 Stop),12.84585,77.67177,,nan
Electronic City Toll,nan,ELC3,37733,Electronic City Toll (Towards Central Silk Board),12.8458,77.66797,,nan
Electronic City Wipro Main Gate,nan,ELC,20772,Electronic City Wipro Main Gate (Towards Last Point),12.83594,77.65742,,nan
Electronic city NICE Road,nan,ELCNR,25206,Electronic city NICE Road (Towards NICE Road 17th Stone),12.85806,77.65885,,nan
Electronic city NICE Road,nan,ELCNR,32591,Electronic city NICE Road (Towards Konappana Agarahara),12.85824,77.6588,,nan
Elgin Floor Mill,nan,EFMS,23670,Elgin Floor Mill (Towards Shole Circle),12.95873,77.6061,,nan
Elgin Floor Mill,nan,ENGF,23799,Elgin Floor Mill (Towards Adugodi),12.95814,77.60612,,nan
Elmeasure KIADB,nan,KIAD3,25215,Elmeasure KIADB (Towards Last Point),13.15434,77.69361,,nan
Elmeasure KIADB,nan,KIAD3,32594,Elmeasure KIADB (Towards Hoovinayakanahalli Gate),13.1541,77.69359,,nan
Embassy School,nan,EMSYSCH,25217,Embassy School (Towards Tharahunase High School),13.17384,77.59546,,nan
Embassy School,nan,EMSYSCH,32595,Embassy School (Towards Tharahunase Gurukula School),13.1739,77.59546,,nan
Embassy Tech Village,nan,EMSYV,39897,Embassy Tech Village (Towards New Horizon College),12.92913,77.69465,,nan
Embassy Tech Village,nan,EMSYV,39898,Embassy Tech Village (Towards Doddakannahalli),12.92901,77.69475,,nan
Energy Institute,nan,ENGITS,40458,Energy Institute (Towards Devanahalli),13.12773,77.8124,,nan
Energy Institute,nan,ENGITS2,40459,Energy Institute (Towards Hoskote),13.12777,77.8125,,nan
Eradu Kamba,nan,ERDKMB1,25219,Eradu Kamba (Towards Vishweshwaraiah Institute of Technology),12.84898,77.45135,,nan
Eradu Kamba,nan,ERDKMB1,32596,Eradu Kamba (Towards Gonipura),12.849,77.45135,,nan
Escorts,nan,ESRT1,25225,Escorts (Towards Yalahanka NES Office),13.10281,77.58566,,nan
Escorts,nan,ESRT1,32598,Escorts (Towards Puttenahalli),13.10271,77.58558,,nan
Eshwara Layout,nan,ESRL,25227,Eshwara Layout (Towards Puttenahalli),12.89149,77.57564,,nan
Eshwara Layout,nan,ESRL,32599,Eshwara Layout (Towards Avalahalli),12.89145,77.57566,,nan
Eshwara Temple Puttayyanapalya,nan,ESRT7,25229,Eshwara Temple Puttayyanapalya (Towards Tavarakere),12.95339,77.41171,,nan
Eshwara Temple Puttayyanapalya,nan,ESRT7,32600,Eshwara Temple Puttayyanapalya (Towards Gulaganjanahalli),12.95343,77.41176,,nan
Estate Tavarekere,nan,ESTVK,25232,Estate Tavarekere (Towards Dodda Aladamara),12.95447,77.40404,,nan
Estate Tavarekere,nan,ESTVK,32601,Estate Tavarekere (Towards Tavarakere),12.95444,77.40397,,nan
Exide Gate,nan,EXGT1,21937,Exide Gate (Towards Attibele),12.83506,77.78538,,nan
Exide Gate,nan,EXGT1,21938,Exide Gate (Towards Sarjapura),12.83499,77.78529,,nan
Fairland Shop,nan,FLNDS,25238,Fairland Shop (Towards Ejipura),12.95044,77.62531,,nan
Fairland Shop,nan,FLNDS,32604,Fairland Shop (Towards Vivekanagara),12.95041,77.62546,,nan
Fathima Church,nan,FMACHR,21939,Fathima Church (Towards Gangamma Circle),13.05486,77.5414,,nan
Fathima Church,nan,FMACHR,21940,Fathima Church (Towards Jalahalli Cross),13.05472,77.54155,,nan
Federal Bank,nan,MNGH,40385,Federal Bank (Towards AGS Layout),12.95189,77.47212,,nan
Federal Bank,nan,MNGH,40386,Federal Bank (Towards Manganahalli),12.95174,77.47222,,nan
Fire Station Brigade Hulimavu,nan,HFSN,39003,Fire Station Brigade Hulimavu (Towards Hulimavu),12.87204,77.59873,,nan
Fire Station Brigade Hulimavu,nan,HFSN,39004,Fire Station Brigade Hulimavu (Towards Meenakshi Temple),12.87196,77.59875,,nan
Forest Gate,nan,FRSTG1,21509,Forest Gate (Towards Gollarahatti),12.99185,77.45952,,nan
Forest Gate,nan,FRSTG1,21510,Forest Gate (Towards Tavarakere),12.99176,77.45971,,nan
