stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Depot-39 Gate,nan,D39G,36725,Depot-39 Gate (Towards Hosakote),13.06905,77.78178,,nan
Depot-39 Hoskote,nan,D39,32434,nan,13.06832,77.78173,,nan
Depot-40 Dasanapura,nan,D40,32435,nan,13.07402,77.44491,,nan
Depot-40 Gate,nan,AMHB,22973,Depot-40 Gate (Towards Nelamangala),13.06872,77.44766,,nan
Depot-40 Gate,nan,D40G,40470,Depot-40 Gate (Towards Adakamaranahalli),13.07363,77.44521,,nan
Depot-40 Gate,nan,D40G,40471,Depot-40 Gate (Towards Depot-40),13.07354,77.44514,,nan
Depot-41 Gate,nan,D-41,37149,Depot-41 Gate (Towards Departure),12.9213,77.74239,,nan
Depot-41 Gate,nan,D41,37151,Depot-41 Gate (Towards Arrival),12.92131,77.74234,,nan
Depot-41 Gunjuru,nan,D-41,24871,nan,12.92231,77.7433,,nan
Depot-42 Gate  Arrival,nan,D42G1,23510,Depot-42 Gate  Arrival (Towards Depot-42),12.89538,77.70565,,nan
Depot-42 Gate Departure,nan,D42G,23509,Depot-42 Gate Departure (Towards Kodathi Gate),12.89553,77.7057,,nan
Depot-42 Kodathi,nan,D42G,38595,nan,12.89596,77.7041,,nan
Depot-43 Gate,nan,D43G,24875,Depot-43 Gate (Towards Gejjagadahalli),13.06595,77.42564,,nan
Depot-43 Shivanapura,nan,D43G,32437,nan,13.0668,77.42575,,nan
Depot-44 Anjanapura,nan,D44,24877,nan,12.85538,77.56969,,nan
Depot-45 Gate,nan,BMT45 MSP,35044,Depot-45 Gate (Towards Jally Machine),13.08298,77.55066,,nan
Depot-45 Gate,nan,BMT45 MSP,36327,Depot-45 Gate (Towards MS Palya),13.0829,77.55072,,nan
Depot-45 MS Palya,nan,D45,24878,nan,13.08431,77.55046,,nan
Depot-46 Gate,nan,ADGHMRD,32438,Depot-46 Gate (Towards Rajanukunte),13.18748,77.5634,,nan
Depot-46 Sadenahalli,nan,D46,24884,nan,13.18393,77.56681,,nan
Depot-47 Gate,nan,D47G,36726,Depot-47 Gate (Towards Start Bus Stop),13.08467,77.73201,,nan
Depot-47 Manduru,nan,D47,35708,nan,13.08535,77.73146,,nan
Depot-48 Byrathibande,nan,D48G1,24888,nan,13.07668,77.65422,,nan
Depot-48 Gate,nan,D48G1,35041,Depot-48 Gate (Towards Byrathi bande),13.07748,77.65471,,nan
Depot-48 Gate,nan,D48G1,35042,Depot-48 Gate (Towards Last Stop),13.07753,77.65469,,nan
Depot-49 Bidadi,nan,BDDRS1,36313,nan,12.80177,77.39285,,nan
Depot-50 Devanahalli,nan,DVNWSTD,36234,nan,13.24698,77.71744,,nan
Depot-51 Sadaramangala,nan,D51SDM1,37588,nan,12.99672,77.72654,,nan
Depot-51 Sadaramangala Arrival,nan,D51G2,37590,Depot-51 Sadaramangala Arrival (Towards Arrival),12.99596,77.72624,,nan
Depot-51 Sadaramangala Departure,nan,D51SDM1,37589,Depot-51 Sadaramangala Departure (Towards Departure),12.99606,77.72622,,nan
Depot-52 Gate Arrival,nan,F52G,38895,Depot-52 Gate Arrival (Towards Last Stop),13.15738,77.65908,,nan
Depot-52 Gate Departure,nan,F52G,38894,Depot-52 Gate Departure (Towards Huttanahalli/Bagaluru),13.15742,77.65912,,nan
Depot-52 Huttanahalli,nan,F52G,38893,nan,13.15723,77.65873,,nan
Depot-9,nan,D9G,38085,Depot-9 (Towards PSS),13.02066,77.50118,,nan
Deshnarayanaswamy Temple,nan,DHYKT,21888,Deshnarayanaswamy Temple (Towards Devanahalli),13.13719,77.74576,,nan
Deshnarayanaswamy Temple,nan,DHYKT,24892,Deshnarayanaswamy Temple (Towards Budigere),13.13726,77.74569,,nan
Design Global Mavallipura,nan,DGTGBL1,24894,Design Global Mavallipura (Towards Mylappanahalli),13.13124,77.53088,,nan
Design Global Mavallipura,nan,DGTGBL1,32439,Design Global Mavallipura (Towards Mavallipura),13.13121,77.53091,,nan
Deva Machohalli Cross,nan,DVM,21504,Deva Machohalli Cross (Towards Tavarakere),12.96552,77.3811,,nan
Deva Machohalli Cross,nan,DVM,21505,Deva Machohalli Cross (Towards Magadi),12.96536,77.38112,,nan
Devadiga Soudha,nan,dsn1,24896,Devadiga Soudha (Towards Global Academy Bangarappa Nagara),12.92658,77.52002,,nan
Devadiga Soudha,nan,dsn1,32440,Devadiga Soudha (Towards Javaregowda Nagara),12.9265,77.51998,,nan
Devaganahalli,nan,DVGHLI,24898,Devaganahalli (Towards Kundana),13.25331,77.64888,,nan
Devaganahalli,nan,DVGHLI,32441,Devaganahalli (Towards Sadahalli Gate),13.2531,77.64887,,nan
Devagere,nan,DVCR,24900,Devagere (Towards Kumbalagodu),12.85653,77.4657,,nan
Devagere,nan,DVCR,32442,Devagere (Towards Doddypalya),12.85669,77.46556,,nan
Devagere Colony,nan,DVCR,24902,Devagere Colony (Towards Ranga Jangama),12.85346,77.45795,,nan
Devagere Colony,nan,DVCR,32443,Devagere Colony (Towards BGS Hospital),12.85357,77.45801,,nan
Devagere Cross,nan,DVCR,24904,Devagere Cross (Towards Devagere),12.86431,77.45713,,nan
Devagere Cross,nan,DVCR,32444,Devagere Cross (Towards Kumbalagodu),12.86428,77.45713,,nan
Devaiah Park,nan,DVHP,20751,Devaiah Park (Towards Navarang),12.99628,77.56424,,nan
Devaiah Park,nan,DVHP,20752,Devaiah Park (Towards Malleshwaram),12.99642,77.56419,,nan
Devalapura,nan,DVLP1,24906,Devalapura (Towards Devalapura Circle),12.98457,77.82944,,nan
Devalapura,nan,DVLP1,32445,Devalapura (Towards Makanahalli),12.98466,77.82936,,nan
Devalapura Circle,nan,DVPRC,24909,Devalapura Circle (Towards D Hosahalli Cross),12.98272,77.82842,,nan
Devalapura Circle,nan,DVPRC,32446,Devalapura Circle (Towards Devanagundi Railway Station),12.98277,77.82836,,nan
Devalapura Circle,nan,DVPRC,32447,Devalapura Circle (Towards Biscuits Factory),12.98268,77.82829,,nan
Devanagondi,nan,DVHC1,24911,Devanagondi (Towards D Hosahalli),12.97403,77.83877,,nan
Devanagondi,nan,DVHC1,32448,Devanagondi (Towards Medahalli),12.97408,77.83873,,nan
Devanagondi IOC,nan,DVGOC,24913,Devanagondi IOC (Towards Makanahalli),12.98789,77.83736,,nan
Devanagondi IOC,nan,DVGOC,32449,Devanagondi IOC (Towards Tharabanahalli),12.98799,77.83728,,nan
Devanagondi LPG,nan,DVGLPG,24915,Devanagondi LPG (Towards Devanagundi),12.98996,77.83018,,nan
Devanagondi LPG,nan,DVGLPG,32450,Devanagondi LPG (Towards Makanahalli),12.98996,77.83009,,nan
Devanagondi Railway Station,nan,DVHRWST1,24917,Devanagondi Railway Station (Towards Devalapura),12.98547,77.82975,,nan
Devanagondi Railway Station,nan,DVHRWST1,32451,Devanagondi Railway Station (Towards Makanahalli),12.98534,77.82956,,nan
Devanagundi Cross,nan,DVGC1,24919,Devanagundi Cross (Towards Hoskote),13.06038,77.82715,,nan
Devanagundi Cross,nan,DVGC1,32452,Devanagundi Cross (Towards Kattagenahalli Gate),13.06044,77.82737,,nan
Devanahalli Bypass NH-7,nan,DVN2,24922,Devanahalli Bypass NH-7 (Towards Nandi Cross),13.24207,77.70346,,nan
Devanahalli Bypass NH-7,nan,DVN2,32454,Devanahalli Bypass NH-7 (Towards Hiranandani),13.24231,77.70399,,nan
Devanahalli Cross Sulibele,nan,DEVCRS,24925,Devanahalli Cross Sulibele (Towards Hoskote),13.18482,77.79795,,nan
Devanahalli Cross Sulibele,nan,DEVCRS,32455,Devanahalli Cross Sulibele (Towards Vijayapura),13.18487,77.79804,,nan
Devanahalli Cross Sulibele,nan,DEVCRS,32456,Devanahalli Cross Sulibele (Towards Devanahalli),13.18495,77.79797,,nan
Devanahalli Govt Hospital,nan,VJPCR2,24927,Devanahalli Govt Hospital (Towards Devanahalli),13.25748,77.72655,,nan
Devanahalli Govt Hospital,nan,VJPCR2,32457,Devanahalli Govt Hospital (Towards Vijayapura),13.25751,77.72657,,nan
Devanahalli New Bus Station,nan,DVHOBS2,24931,Devanahalli New Bus Station (Towards Yalahanka),13.24528,77.71281,,nan
Devanahalli New Bus Station,nan,DVHOBS2,32458,Devanahalli New Bus Station (Towards Devanahalli Govt Hospital),13.2454,77.71276,,nan
Devanahalli Old Bus Stand,nan,DVHOBS2,32461,Devanahalli Old Bus Stand (Towards Devanahalli Govt Hospital),13.24853,77.71547,,nan
Devanahalli Old Bus Stand,nan,DVNWSTD,32462,Devanahalli Old Bus Stand (Towards Yalahanka),13.24845,77.7156,,nan
Devanahalli Talluk Office,nan,DVHTO,24936,Devanahalli Talluk Office (Towards Devanahalli),13.24363,77.70877,,nan
Devanahalli Talluk Office,nan,DVHTO,32463,Devanahalli Talluk Office (Towards Yalahanka),13.24358,77.70893,,nan
Devanayakanahalli,nan,DVKH-2,24938,Devanayakanahalli (Towards Somathanahalli),13.17539,77.7726,,nan
Devanayakanahalli,nan,DVKH-2,32464,Devanayakanahalli (Towards Bidlapura),13.17536,77.77256,,nan
Devanayakanahalli Cross,nan,DVKH-2,24940,Devanayakanahalli Cross (Towards Devanayakanahalli),13.17634,77.77199,,nan
Devanayakanahalli Cross,nan,DVKH-2,32465,Devanayakanahalli Cross (Towards Bidlapura),13.17632,77.77196,,nan
Devaninjayyanapalya,nan,DJP,24941,Devaninjayyanapalya (Towards Kittanahalli),13.01712,77.41453,,nan
Devannanapalya,nan,DVN,21889,Devannanapalya (Towards Jalahalli Cross),13.07769,77.43139,,nan
Devannanapalya,nan,DVN,24942,Devannanapalya (Towards Nelamangala),13.07734,77.43133,,nan
Devarabisanahalli Ring Road,nan,DVH2,20753,Devarabisanahalli Ring Road (Towards Central Silk Board),12.93145,77.68686,,nan
Devarabisanahalli Ring Road,nan,DVH2,20754,Devarabisanahalli Ring Road (Towards Hebbala),12.93218,77.68729,,nan
Devarabisanahalli Village(Ambedkar Circle),nan,DVB1,24944,Devarabisanahalli Village(Ambedkar Circle) (Towards Dodda Kannalli),12.92447,77.69499,,nan
Devarabisanahalli Village(Ambedkar Circle),nan,DVB1,32466,Devarabisanahalli Village(Ambedkar Circle) (Towards New Horizon College ),12.92434,77.69492,,nan
Devarachikkanahalli,nan,DCH4,35313,Devarachikkanahalli (Towards Nayanappanahalli),12.88899,77.61555,,nan
Devarachikkanahalli,nan,DVCK,24946,Devarachikkanahalli (Towards Billekalli),12.88887,77.61556,,nan
Devarahalli Gate,nan,DHLC,24950,Devarahalli Gate (Towards Neragenahalli),13.24054,77.61099,,nan
Devarahalli Gate,nan,DHLC,32469,Devarahalli Gate (Towards Kundana),13.2405,77.61094,,nan
Devarahatti Magadi,nan,DHT1,39514,Devarahatti Magadi (Towards Last Stop),12.96565,77.16382,,nan
Devasandra,nan,DVSD1,24255,Devasandra (Towards Sadaramangala),13.00624,77.70007,,nan
Devasandra,nan,DVSD1,24262,Devasandra (Towards KR Puram),13.00615,77.70008,,nan
Devasandra Chikkamaranahalli,nan,DVSC,24952,Devasandra Chikkamaranahalli (Towards Kuvempu Circle),13.03636,77.5664,,nan
Devasandra Chikkamaranahalli,nan,DVSC,32470,Devasandra Chikkamaranahalli (Towards Sadashiva Nagara Police Station),13.03638,77.56656,,nan
Devashettyhalli,nan,DRSHL,32471,Devashettyhalli (Towards Jinnagara Cross),13.02419,77.82104,,nan
Devashettyhalli,nan,DRSHL1,24954,Devashettyhalli (Towards Kodihalli),13.02425,77.82109,,nan
Devasthana Bidluru,nan,DVST,24956,Devasthana Bidluru (Towards Savukanahalli),13.27827,77.68983,,nan
Devasthana Bidluru,nan,DVST,32472,Devasthana Bidluru (Towards Maligenahalli),13.27826,77.68979,,nan
Devegowda Hospital,nan,PBNK,24962,Devegowda Hospital (Towards Devegowda Petrol Bunk),12.92041,77.55998,,nan
Devegowda Hospital,nan,PBNK,32475,Devegowda Hospital (Towards Padmanabha Nagara),12.92055,77.56005,,nan
Devegowda Petrol Bunk,nan,DEVBNK,20755,Devegowda Petrol Bunk (Towards Kadirenahalli Cross),12.92189,77.56058,,nan
Devegowda Petrol Bunk,nan,DVGDA,20756,Devegowda Petrol Bunk (Towards Katriguppe),12.92194,77.55914,,nan
Devegowda Petrol Bunk,nan,DVGDA,23679,Devegowda Petrol Bunk (Towards Monotype Corporation),12.9227,77.56033,,nan
Devegowda Petrol Bunk,nan,PBNK,23735,Devegowda Petrol Bunk (Towards Padmanabha Nagara),12.92141,77.56027,,nan
Devinagara Cross,nan,DVNG1,20757,Devinagara Cross (Towards Hebbala),13.047,77.56904,,nan
Devinagara Cross,nan,DVNG1,20758,Devinagara Cross (Towards BEL Circle),13.04689,77.5692,,nan
Devis Road,nan,DVSRD,21890,Devis Road (Towards Hennur Cross),13.00426,77.61968,,nan
Devis Road,nan,DVSRD,21891,Devis Road (Towards Coles Park),13.00327,77.61899,,nan
Dhaba Gate,nan,DBG,24967,Dhaba Gate (Towards Yalahanka),13.22638,77.68726,,nan
Dhaba Gate,nan,DBG,32476,Dhaba Gate (Towards Devanahalli),13.22644,77.68707,,nan
Dhananayakanahalli,nan,DNH6,24969,Dhananayakanahalli (Towards Dhananayakanahalli),12.93885,77.46781,,nan
Dhananayakanahalli,nan,DNH6,32477,Dhananayakanahalli (Towards Dodda Basti),12.93894,77.4677,,nan
Dharma Nayakana Tandya,nan,DRMNT,24971,Dharma Nayakana Tandya (Towards Chikkatandya (Manchenahalli Cross)),13.03025,77.34879,,nan
Dharma Nayakana Tandya,nan,DRMNT,32478,Dharma Nayakana Tandya (Towards Hunase Ghattapalya),13.03018,77.34885,,nan
Dharmapura,nan,DMPR1,24973,Dharmapura (Towards Koppa),12.81279,77.62759,,nan
Dharmapura,nan,DMPR1,35333,Dharmapura (Towards Beguru),12.81294,77.62756,,nan
Dharmapura Cross,nan,DRMC,21892,Dharmapura Cross (Towards Dharmapura),13.26441,77.80908,,nan
Dharmapura Cross,nan,DRMC,21893,Dharmapura Cross (Towards Bendiganahalli Cross),13.26444,77.80912,,nan
Dharmapura Gate,nan,DMPRG,24975,Dharmapura Gate (Towards Venkatapura Cross),13.28389,77.80409,,nan
Dhobi Ghat Rajajinagara,nan,DBGT8,21894,Dhobi Ghat Rajajinagara (Towards Shiva Nagara),12.98565,77.54912,,nan
Dhobi Ghat Rajajinagara,nan,DBGT8,24978,Dhobi Ghat Rajajinagara (Towards Sujatha Talkies),12.98721,77.55089,,nan
Dhobi Ghat Rajajinagara,nan,DBGT8,32481,Dhobi Ghat Rajajinagara (Towards Rajajinagara Ramamandira),12.98761,77.551,,nan
Dhobi Ghat Rajajinagara,nan,RAJDG,21895,Dhobi Ghat Rajajinagara (Towards Vijayanagara),12.98552,77.54929,,nan
Dhobi Ghat Rajajinagara,nan,RJNDG,21506,Dhobi Ghat Rajajinagara (Towards West of Chord Road),12.98701,77.55087,,nan
Dhoopanahalli,nan,BOPBSTP,21896,Dhoopanahalli (Towards Koramangala Water Tank),12.96342,77.64169,,nan
Dhoopanahalli,nan,DPNH,24979,Dhoopanahalli (Towards Dommalur ),12.96336,77.64146,,nan
Dhoopanahalli,nan,DPNH,35940,Dhoopanahalli (Towards Indiranagara Police Station),12.96354,77.64156,,nan
Diacon Hospital,nan,DCH,22893,Diacon Hospital (Towards Rajajinagara 1st Block),13.00379,77.55003,,nan
Diacon Hospital,nan,DCH,24193,Diacon Hospital (Towards Navarang),13.00398,77.55002,,nan
Dibbur,nan,DBRU,24981,Dibbur (Towards Honnenahalli),13.16687,77.52876,,nan
Dibbur,nan,DBRU,32482,Dibbur (Towards Koluvarayanahalli),13.16685,77.5288,,nan
Dickenson Road,nan,DKLST,24986,Dickenson Road (Towards Halasuru),12.98086,77.61073,,nan
Dickenson Road,nan,DKSRD,35354,Dickenson Road (Towards MG Road),12.98081,77.61058,,nan
Dinnepalya,nan,DNPLY,24990,Dinnepalya (Towards Kaggalipura Colony),12.81122,77.49245,,nan
Dinnepalya,nan,DNPLY,32487,Dinnepalya (Towards Uttari),12.81117,77.49245,,nan
Dinnur,nan,DNR2,21898,Dinnur (Towards Channarayapatna),13.25255,77.80198,,nan
Dinnur,nan,DNR2,32488,Dinnur (Towards Bidiganahalli Cross),13.25263,77.80195,,nan
Dinnur,nan,DNR3,32489,Dinnur (Towards ITPL),12.99159,77.7515,,nan
Dinnur,nan,DNR3,32490,Dinnur (Towards Kadugodi Bus Station),12.99165,77.75146,,nan
Dinnur Cross,nan,IBPG,32491,Dinnur Cross (Towards Channarayapatna),13.25085,77.80137,,nan
Dinnur Cross,nan,IBPG2,24996,Dinnur Cross (Towards Dinnur),13.25084,77.80132,,nan
Dinnur Main Road,nan,DNRMD,20759,Dinnur Main Road (Towards Sultanpalya Cross),13.02398,77.59884,,nan
Dinnur Main Road,nan,DNRMD,20760,Dinnur Main Road (Towards R T Nagara Police Station),13.02392,77.59889,,nan
Dinnur Sudhamanagara,nan,DNR21,24998,Dinnur Sudhamanagara (Towards Attibele),12.71452,77.70584,,nan
Dinnur Sudhamanagara,nan,DNR21,32492,Dinnur Sudhamanagara (Towards Anekal),12.71445,77.70591,,nan
Diwanarapalya,nan,DNP,21899,Diwanarapalya (Towards Yeshawanthapura ),13.02677,77.56181,,nan
Diwanarapalya,nan,DNP,21900,Diwanarapalya (Towards Mathikere),13.02673,77.56177,,nan
Doctors Layout Kasturinagara,nan,DCTR,25003,Doctors Layout Kasturinagara (Towards Buvanagiri),13.00609,77.65948,,nan
Doctors Layout Kasturinagara,nan,DCTR,32494,Doctors Layout Kasturinagara (Towards Benniganahalli Bridge),13.00611,77.65951,,nan
Dodda Aladamara,nan,DALMRA,39800,Dodda Aladamara (Towards Chunchanakuppe),12.91,77.39412,,nan
Dodda Aladamara,nan,DALMRA,39801,Dodda Aladamara (Towards Tavarekere),12.90999,77.39406,,nan
Dodda Aladamara,nan,DAMR,25005,Dodda Aladamara (Towards Ramohalli),12.90991,77.39529,,nan
Dodda Aladamara,nan,DAMR,32495,Dodda Aladamara (Towards Ajjanahalli),12.9099,77.39534,,nan
Dodda Aladamara Cross,nan,DAMC,25007,Dodda Aladamara Cross (Towards Tavarakere),12.96386,77.40744,,nan
Dodda Aladamara Cross,nan,DAMC,32496,Dodda Aladamara Cross (Towards Kengeri),12.96391,77.40741,,nan
Dodda Basti,nan,DBT,22731,Dodda Basti (Towards Chikkanahalli),12.93967,77.47298,,nan
Dodda Basti,nan,DBT,25008,Dodda Basti (Towards Chikka Basti),12.93956,77.47289,,nan
Dodda Bettahalli,nan,DBH1,25010,Dodda Bettahalli (Towards Chikkabettahalli),13.0943,77.55426,,nan
Dodda Bettahalli,nan,DBH1,32497,Dodda Bettahalli (Towards Veerasagara),13.09433,77.5542,,nan
Dodda Bommasandra,nan,DODBM,21901,Dodda Bommasandra (Towards Baliga Circle),13.06001,77.559,,nan
Dodda Bommasandra,nan,DODBM,21902,Dodda Bommasandra (Towards Nanjappa Circle),13.06016,77.55878,,nan
Dodda Bommasandra Arch,nan,DODBMA,21903,Dodda Bommasandra Arch (Towards BEL Circle),13.05872,77.55927,,nan
Dodda Bommasandra Arch,nan,DODBMA,21904,Dodda Bommasandra Arch (Towards Nanjappa Circle),13.05877,77.55921,,nan
Dodda Byalakere,nan,DABY,32498,Dodda Byalakere (Towards Shivakote),13.11267,77.52494,,nan
Dodda Byalakere,nan,DABY,32499,Dodda Byalakere (Towards MS Palya),13.11275,77.52495,,nan
Dodda Byalakere,nan,DBYK,25014,Dodda Byalakere (Towards Siluvepura),13.11354,77.52473,,nan
Dodda Byalakere,nan,DBYK,32500,Dodda Byalakere (Towards Mavallipura),13.1135,77.52464,,nan
Dodda Cheemanahalli,nan,DCHL2,25016,Dodda Cheemanahalli (Towards Dyavarahalli),13.24783,77.62204,,nan
Dodda Cheemanahalli,nan,DCHL2,32501,Dodda Cheemanahalli (Towards Nagarenahalli),13.24782,77.622,,nan
Dodda Cheemanahalli Cross,nan,DCMHC1,25018,Dodda Cheemanahalli Cross (Towards Nerigenahalli),13.25053,77.62394,,nan
Dodda Cheemanahalli Cross,nan,DCMHC1,32502,Dodda Cheemanahalli Cross (Towards Dodda Cheemanahalli),13.2505,77.62393,,nan
Dodda Dasarahalli,nan,DDSRHLI,25020,Dodda Dasarahalli (Towards Makanahalli),13.00462,77.8308,,nan
Dodda Dasarahalli,nan,DDSRHLI,32503,Dodda Dasarahalli (Towards Tharabanahalli),13.00454,77.83087,,nan
Dodda Dasarahalli Cross,nan,GHHLY,25022,Dodda Dasarahalli Cross (Towards Tharabanahalli),12.99821,77.84148,,nan
Dodda Dasarahalli Cross,nan,GHHLY,32504,Dodda Dasarahalli Cross (Towards Makanahalli),12.99815,77.84145,,nan
Dodda Dunnasandra,nan,DDNSC2,21905,Dodda Dunnasandra (Towards Chikka Thirupathi),12.97685,77.81653,,nan
Dodda Dunnasandra,nan,DDNSC2,21906,Dodda Dunnasandra (Towards Hope Farm),12.97683,77.81661,,nan
Dodda Dunnasandra Cross,nan,DDNSC1,21907,Dodda Dunnasandra Cross (Towards Devanagundi),12.97599,77.82056,,nan
Dodda Dunnasandra Cross,nan,DDNSC1,21908,Dodda Dunnasandra Cross (Towards Hope Farm),12.97608,77.82017,,nan
Dodda Dunnasandra Cross,nan,DDSCR,25023,Dodda Dunnasandra Cross (Towards Chika Thirupathi),12.97585,77.82046,,nan
Dodda Gubbi,nan,DGB,25026,Dodda Gubbi (Towards Bande Bommasandra),13.07144,77.67359,,nan
Dodda Gubbi,nan,DGB,32505,Dodda Gubbi (Towards Dodda Gubbi),13.07093,77.67401,,nan
Dodda Gubbi,nan,DGB,32506,Dodda Gubbi (Towards Bileshivale),13.07146,77.67375,,nan
Dodda Gubbi Cross(Udupi Hotel),nan,DBC,39591,Dodda Gubbi Cross(Udupi Hotel) (Towards Bagalur Main Road),13.06221,77.65194,,nan
Dodda Haralegere,nan,ddrg,25030,Dodda Haralegere (Towards Bhuvanahalli),13.19412,77.83885,,nan
Dodda Haralegere,nan,ddrg,32508,Dodda Haralegere (Towards Thammarasanahalli),13.19408,77.83885,,nan
Dodda Hullur Gate,nan,DHLG,25032,Dodda Hullur Gate (Towards H Cross),13.10193,77.82162,,nan
Dodda Hullur Gate,nan,DHLG,32509,Dodda Hullur Gate (Towards Hosakote),13.10189,77.82166,,nan
Dodda Hulluru School Gate,nan,DHGS,25034,Dodda Hulluru School Gate (Towards Hoskote),13.09719,77.81684,,nan
Dodda Hulluru School Gate,nan,DHGS,32510,Dodda Hulluru School Gate (Towards H Cross),13.0973,77.81685,,nan
Dodda Kurabarahalli,nan,KBR1,25036,Dodda Kurabarahalli (Towards Sulibele),13.22553,77.8092,,nan
Dodda Kurabarahalli,nan,KBR1,32511,Dodda Kurabarahalli (Towards Vijayapura),13.22559,77.80913,,nan
Dodda Maralawadi,nan,MRWD,25037,Dodda Maralawadi (Towards Last Stop),12.61221,77.52529,,nan
Dodda Maskal,nan,DDMSK,39226,Dodda Maskal (Towards Chikka Maskal),12.92675,77.32963,,nan
Dodda Nagamangala,nan,DONGML,24168,Dodda Nagamangala (Towards New MICO Factory),12.86231,77.67491,,nan
Dodda Nagamangala,nan,DONGML,24176,Dodda Nagamangala (Towards Chikka Nagamangala),12.86238,77.67481,,nan
Dodda Nagamangala Tirumala Bekary,nan,DNMTBS,25042,Dodda Nagamangala Tirumala Bekary (Towards Electronic City),12.86224,77.67794,,nan
Dodda Nagamangala Tirumala Bekary,nan,DNMTBS,32513,Dodda Nagamangala Tirumala Bekary (Towards Huskuru),12.8623,77.67814,,nan
Dodda Nallala,nan,DDNLH,32514,Dodda Nallala (Towards Umalu Gate),13.08426,77.89664,,nan
Dodda Nekkundi,nan,DDKDI1,32515,Dodda Nekkundi (Towards Marathahalli),12.97154,77.69429,,nan
Dodda Nekkundi,nan,DDKDI1,32516,Dodda Nekkundi (Towards Ring Road),12.97146,77.69418,,nan
Dodda Nekkundi Bridge/Rainbow Hospital,nan,DDNKD,20761,Dodda Nekkundi Bridge/Rainbow Hospital (Towards Hebbala),12.97565,77.697,,nan
Dodda Nekkundi Bridge/Rainbow Hospital,nan,DDNKD,20762,Dodda Nekkundi Bridge/Rainbow Hospital (Towards Marathahalli Bridge),12.97499,77.69764,,nan
Dodda Nekkundi Cross,nan,DDKD1STP,25050,Dodda Nekkundi Cross (Towards Kartikanagara),12.96793,77.6933,,nan
Dodda Nekkundi Cross,nan,DDKD1STP2,25047,Dodda Nekkundi Cross (Towards Yamaluru ),12.96796,77.6934,,nan
Dodda Nekkundi Junction,nan,DDKJ,32517,Dodda Nekkundi Junction (Towards Dodda Nekkundi Cross),12.95607,77.69166,,nan
Dodda Nekkundi Junction,nan,DDKJ,32518,Dodda Nekkundi Junction (Towards Yamaluru Cross),12.95617,77.69173,,nan
Dodda Tattamangala,nan,DDTMH,31428,Dodda Tattamangala (Towards Gaddada Nagarehalli),13.26947,77.76217,,nan
Dodda Tattamangala,nan,DDTMH,35012,Dodda Tattamangala (Towards Yeliyur Gate),13.26946,77.76211,,nan
Dodda Thimmasandra,nan,DDTHI,25054,Dodda Thimmasandra (Towards Dodda Thimmasandra Gate),12.88087,77.80619,,nan
Dodda Thimmasandra Gate,nan,DDTHI,23399,Dodda Thimmasandra Gate (Towards Jn of Pandithana Agrahara),12.87887,77.8129,,nan
Dodda Thimmasandra Gate,nan,DDTHI,23415,Dodda Thimmasandra Gate (Towards Mahal Chowdadenahalli),12.879,77.81301,,nan
Dodda Thoguru,nan,DTGR2,25057,Dodda Thoguru (Towards Dodda Thoguru),12.85055,77.65512,,nan
Dodda Thoguru,nan,DTGR2,32521,Dodda Thoguru (Towards Konappana Agarahara),12.85063,77.65506,,nan
Dodda Tumkur,nan,DODTMKR,25064,Dodda Tumkur (Towards Marasandra Cross),13.22619,77.531,,nan
Dodda Tumkur,nan,DODTMKR,32524,Dodda Tumkur (Towards Gowdanahalli),13.22606,77.53099,,nan
Doddabadhegere Gate,nan,DDGG,25066,Doddabadhegere Gate (Towards Harohalli),12.66896,77.48294,,nan
Doddabadhegere Gate,nan,DDGG,32525,Doddabadhegere Gate (Towards Maralawadi),12.669,77.48293,,nan
Doddaballapura Bus Stand,nan,DBP,25068,Doddaballapura Bus Stand (Towards Doddaballapura),13.29346,77.54224,,nan
Doddaballapura Govt Hospital,nan,DBPH,38731,Doddaballapura Govt Hospital (Towards Chikkaballapura Road),13.31184,77.54517,,nan
Doddaballapura KEB Circle,nan,KEBC2,30921,Doddaballapura KEB Circle (Towards Chikkaballapura),13.31166,77.54202,,nan
Doddaballapura KEB Circle,nan,KEBC2,33405,Doddaballapura KEB Circle (Towards Rajanukunte),13.31134,77.54187,,nan
Doddaballapura Railway Station,nan,DBPRS,27845,Doddaballapura Railway Station (Towards Rajanukunte),13.28041,77.55176,,nan
Doddaballapura Railway Station,nan,DBPRS,34325,Doddaballapura Railway Station (Towards Doddaballapura),13.28041,77.55162,,nan
Doddaballapura Tollgate,nan,DDDB,25070,Doddaballapura Tollgate (Towards Doddaballapura Old Bus Stand),13.29568,77.53639,,nan
Doddaballapura Tollgate,nan,DDDB,32526,Doddaballapura Tollgate (Towards R L Jalappa Campus),13.29569,77.53633,,nan
Doddabannahalli,nan,DBH-1,25072,Doddabannahalli (Towards Channenahalli),13.02629,77.74833,,nan
Doddabannahalli,nan,DBH-1,32527,Doddabannahalli (Towards Vindyagiri BDA Nivasa),13.0264,77.74829,,nan
Doddabele,nan,DBL,32529,Doddabele (Towards Doddabele),12.88874,77.47754,,nan
Doddabele Colony,nan,DBLC,38622,Doddabele Colony (Towards Kengeri),12.89155,77.47164,,nan
Doddabidarakallu,nan,DKBL3,25081,Doddabidarakallu (Towards Jalahalli Cross),13.03597,77.49368,,nan
